"city","country","pop2025","latitude","longitude"
"Tal","India",14244,23.7198,75.3851
"Mudukulattur","India",14229,9.34169,78.5139
"Ikauna","India",14217,27.531,81.9692
"Bakewar","India",14217,26.6623,79.1762
"Sanwer","India",14215,22.9741,75.8271
"Mailani","India",14212,28.2909,80.3438
"Kaveripatnam","India",14208,12.4219,78.2188
"Razole","India",14204,16.4761,81.8391
"Devadanappatti","India",14190,10.1467,77.6439
"Thiruvidaimaruthur","India",14183,10.9986,79.4523
"Kyelang","India",14182,32.5717,77.0245
"Dharampuri","India",14178,22.1495,75.3444
"Chirgaon","India",14147,25.572,78.8143
"Shankargarh","India",14137,25.182,81.6177
"Nirsa","India",14124,23.7844,86.7069
"Patan","India",14122,23.2864,79.6896
"Turuvekere","India",14115,13.1637,76.6664
"Chorhat","India",14101,24.4274,81.6695
"Haldibari","India",14099,26.3389,88.7822
"Olpad","India",14091,21.3365,72.7516
"Sathankulam","India",14084,8.44164,77.9135
"Kuchinda","India",14081,21.7436,84.3485
"Moth","India",14077,25.726,78.9503
"Shergarh","India",14076,28.6513,79.3681
"Jejuri","India",14063,18.2766,74.1601
"Alampur","India",14060,15.8799,78.1335
"Simaria","India",14045,24.795,81.152
"Lakhipur","India",14045,26.03,90.3061
"Bilaspur","India",14037,31.3303,76.7566
"Kirakat","India",14034,25.6374,82.916
"Ghiror","India",14011,27.1891,78.7931
"Kharhial","India",14007,20.2885,82.7606
"Rajapur","India",13962,25.3873,81.1513
"Ramkola","India",13949,26.9017,83.8376
"Rabupura","India",13949,28.2515,77.6025
"Goshaingaon","India",13933,26.4395,89.9631
"Soalkuchi","India",13917,26.1681,91.5711
"Kotwa","India",13916,25.0308,81.3191
"Majitha","India",13900,31.7571,74.9589
"Nizamabad","India",13895,26.0529,83.0579
"Ziro","India",13893,27.595,93.8385
"Pandaria","India",13875,22.225,81.4099
"Joshimath","India",13865,30.5554,79.5644
"Amloh","India",13859,30.6084,76.232
"Kargil","India",13838,34.5577,76.1262
"Dirba","India",13838,30.0722,75.9961
"Allahganj","India",13824,27.5454,79.6871
"Betma","India",13817,22.6865,75.6146
"Vettavalam","India",13808,12.1077,79.2452
"Kharela","India",13798,25.5428,79.8123
"Talbahat","India",13789,25.0436,78.4344
"Kadaura","India",13784,25.9854,79.8384
"Solap","India",13751,22.1278,88.1586
"Iglas","India",13746,27.711,77.9397
"Heggadadevankote","India",13733,12.0881,76.3296
"Vandalur","India",13715,12.8924,80.0808
"Amethi","India",13684,26.157,81.8052
"Tekanpur","India",13681,25.994,78.2832
"Pratapgarh","India",13672,25.8951,81.9424
"Kalanaur","India",13671,32.0123,75.1506
"Lasalgaon","India",13665,20.1427,74.2395
"Curti","India",13662,15.4167,74.0167
"Thandla","India",13658,23.0096,74.5775
"Ichhawar","India",13656,23.0282,77.0173
"Tikri","India",13646,29.2291,77.3548
"Sindi","India",13636,20.8051,78.8875
"Attayyampatti","India",13627,11.5327,78.0536
"Jahanabad","India",13617,28.6303,79.7182
"Sirathu","India",13598,25.6429,81.3186
"Mahabaleshwar","India",13598,17.56,73.4
"Chopan","India",13585,24.5195,83.0229
"Gopamau","India",13581,27.5347,80.2851
"Shahkot","India",13577,31.0817,75.3371
"Rani","India",13572,25.3503,73.3089
"Shupiyan","India",13565,33.7172,74.8341
"Nagarukhra","India",13548,22.941,88.637
"Lohogaon","India",13529,18.5992,73.927
"Patiali","India",13515,27.6909,78.9982
"Khargapur","India",13506,24.823,79.144
"Sasni","India",13498,27.7029,78.0828
"Ramnagar","India",13490,27.085,81.4057
"Gyanpur","India",13466,25.3327,82.4664
"Sitamau","India",13441,24.0147,75.3532
"Bhadarwah","India",13429,32.9794,75.7172
"Rajnagar","India",13390,24.8893,79.9118
"Garhi Pukhta","India",13381,29.5498,77.3088
"Dergaon","India",13366,26.7,93.9667
"Mandal","India",13345,23.2887,71.9185
"Malkapur","India",13343,16.92,73.9347
"Kamuthi","India",13342,9.40732,78.3734
"Khaga","India",13338,25.7722,81.1039
"Khailar","India",13334,25.3413,78.5313
"Bawal","India",13318,28.0718,76.5831
"Kalagarh Project Colony","India",13298,29.4778,78.7845
"Petlawad","India",13260,23.011,74.7977
"Amarwara","India",13258,22.2978,79.1694
"Tral","India",13255,33.9271,75.1159
"Bilariaganj","India",13244,26.1959,83.2269
"Tirumullaivasal","India",13234,11.24,79.8371
"Kombai","India",13209,9.84745,77.296
"Manoharpur","India",13189,22.3746,85.1923
"Kharkhauda","India",13189,28.8364,77.7416
"Kodala","India",13187,19.6243,84.9408
"Bikapur","India",13177,26.5953,82.1327
"Goshainganj","India",13176,26.5711,82.3809
"Amanganj","India",13167,24.4266,80.0358
"Nurmahal","India",13154,31.0966,75.5939
"Lanja","India",13121,16.8609,73.5499
"Gurdaha","India",13103,22.7347,88.7594
"Gurh","India",13102,24.5026,81.5004
"Chandia","India",13099,23.6565,80.7091
"Kanor","India",13089,24.4344,74.2655
"Ashti","India",13084,19.3767,76.2252
"Pawai","India",13083,24.2663,80.162
"Shahpur","India",13066,23.8937,79.0507
"Dhemaji","India",13058,27.4833,94.5833
"Birbhaddar","India",13058,30.0712,78.2819
"Vikasnagar","India",13055,30.4694,77.7728
"Kodumudi","India",13053,11.0775,77.8836
"Quepem","India",13041,15.2128,74.0772
"Dankaur","India",13020,28.3512,77.5551
"Bijni","India",12990,26.4959,90.703
"Khusropur","India",12976,25.4817,85.3849
"Madanpur","India",12959,23.0059,88.4917
"Raja Sansi","India",12957,31.7202,74.8008
"Bali Chak","India",12957,22.3648,87.553
"Ettaiyapuram","India",12956,9.14405,77.9907
"Simga","India",12944,21.6281,81.7038
"Makhu","India",12886,31.1033,74.9963
"Lakhipur","India",12871,24.7928,93.0091
"Shahpur","India",12867,22.1561,70.7707
"Lormi","India",12857,22.2743,81.7018
"Mohanur","India",12846,11.0594,78.1396
"Raghudebbati","India",12833,22.5256,88.1958
"Basugaon","India",12832,26.4674,90.4195
"Bandora","India",12819,15.4082,73.9813
"Shahpura","India",12813,23.1366,79.664
"Bachhrawan","India",12809,26.4709,81.1158
"Akhnur","India",12802,32.8667,74.7333
"Dudhi","India",12742,24.2136,83.2407
"Dudhani","India",12735,17.3579,76.3669
"Kurara","India",12730,25.9805,79.9898
"Vansada","India",12703,20.7582,73.3639
"Shirwal","India",12703,18.1506,73.9779
"Omalur","India",12701,11.741,78.0456
"Tendukheda","India",12698,23.3962,79.5395
"Nuh","India",12698,28.103,77.0014
"Dostpur","India",12688,26.2749,82.4709
"Murud","India",12665,18.3282,72.9621
"Saraikela","India",12663,22.6996,85.9313
"Sachin","India",12662,21.0872,72.8815
"Perya","India",12659,11.8333,75.8541
"Muri","India",12656,23.3707,85.8624
"Pendra","India",12637,22.7755,81.9597
"Khem Karan","India",12637,31.1444,74.5594
"Khudaganj","India",12636,28.1461,79.7147
"Sonegaon","India",12614,20.6292,78.6921
"Sirsa","India",12608,25.2634,82.0919
"Tattayyangarpettai","India",12604,11.1242,78.4492
"Malkera","India",12591,23.7821,86.2877
"Mairang","India",12586,25.5616,91.636
"Tosham","India",12528,28.8699,75.9165
"Hansot","India",12525,21.585,72.8076
"Dongargaon","India",12505,20.9717,80.8508
"Mangawan","India",12503,24.6675,81.5464
"Vengurla","India",12498,15.8612,73.6318
"Vedasandur","India",12493,10.531,77.9502
"Rahon","India",12485,31.0527,76.1191
"Gandai","India",12475,21.6667,81.1001
"Iluppur","India",12471,10.5135,78.6236
"Navelim","India",12469,15.5333,73.9833
"Thirukattupalli","India",12465,10.8443,78.9565
"Kankon","India",12444,15.027,74.0462
"Sayalkudi","India",12415,9.16925,78.447
"Seven Pagodas","India",12415,12.6209,80.1933
"Loharu","India",12410,28.4299,75.8078
"Wadgaon","India",12373,18.7392,73.6395
"Karambakkudi","India",12371,10.4587,79.141
"Srimushnam","India",12364,11.4012,79.4038
"Vinchia","India",12355,22.2103,71.3797
"Radaur","India",12328,30.0271,77.1518
"Harduaganj","India",12328,27.9436,78.1579
"Suchindram","India",12316,8.15442,77.467
"Odlabari","India",12311,26.8364,88.6294
"Mursan","India",12310,27.5779,77.9409
"Captainganj","India",12299,26.9264,83.7133
"Barjora","India",12294,23.4275,87.2904
"Sikandra","India",12289,26.3672,79.6298
"Deori","India",12286,21.45,82.6167
"Mulanur","India",12264,10.7943,77.7115
"Amethi","India",12206,28.0167,81.05
"Patan","India",12155,17.3751,73.9014
"Barhi","India",12136,23.9033,80.8152
"Satwas","India",12115,22.5363,76.6845
"Kumaralingam","India",12093,10.4894,77.3499
"Jawhar","India",12082,19.9121,73.2268
"Sankheda","India",12077,22.1702,73.5782
"Saurikh","India",12055,27.0305,79.4881
"Hata","India",12050,26.7412,83.7453
"Mandleshwar","India",12049,22.176,75.66
"Kharar","India",12049,22.7221,87.6782
"Baloda","India",12038,22.1389,82.4817
"Yelbarga","India",12023,15.6154,76.0118
"Kati","India",12022,17.9614,75.8889
"Balimila","India",12008,18.2517,82.1066
"Etikoppaka","India",12000,17.5,82.7333
"Colva","India",12000,15.2798,73.9229
"Dayapar","India",12000,23.6337,68.9019
"Karumbakkam","India",11992,12.702,80.0911
"Cavelossim","India",11983,15.1726,73.9419
"Kanodar","India",11953,24.0893,72.3935
"Bolanikhodan","India",11942,22.1131,85.3364
"Rajur","India",11934,20.1109,78.8931
"Kaintragarh","India",11918,20.7211,84.5351
"Delvada","India",11912,20.7754,71.0465
"Uklana","India",11908,29.5112,75.8782
"Amarpur","India",11906,23.5257,91.6588
"Canacona","India",11900,14.9959,74.0506
"Umrala","India",11874,21.8435,71.803
"Atraulia","India",11847,26.3333,82.9473
"Mallapuram","India",11837,11.9823,78.248
"Sirmaur","India",11812,24.8365,81.3645
"Ranir Bazar","India",11810,23.8346,91.3661
"Pirawa","India",11790,24.1551,76.0273
"Gobindapur","India",11781,22.5931,88.0914
"Bihpuriagaon","India",11780,27.0172,93.9167
"Ponnamaravati","India",11741,10.2803,78.536
"Sapatgram","India",11714,26.3373,90.1236
"Sanquelim","India",11698,15.5642,74.008
"Khallikot","India",11698,19.6091,85.0861
"Sumbal","India",11695,34.2307,74.6472
"Hosakote","India",11692,14.276,77.1683
"Naduvattam","India",11674,11.4808,76.5436
"Jainpur","India",11674,26.1539,83.3351
"Panamaram","India",11651,11.7401,76.0737
"Barela","India",11648,23.0968,80.0508
"Bishnah","India",11645,32.6106,74.8556
"Pandhana","India",11626,21.6982,76.2249
"Papparappatti","India",11617,12.2209,78.0592
"Titron","India",11569,29.6682,77.3239
"Majholi","India",11553,23.5011,79.924
"Valangaiman","India",11550,10.8901,79.3932
"Patrasaer","India",11520,23.197,87.5332
"Kottaiyur","India",11519,10.1096,78.7956
"Dhuwaran","India",11473,22.2378,72.7591
"Masila","India",11461,22.5808,88.2328
"Maindargi","India",11444,17.4574,76.2932
"Uniara","India",11441,26.1534,75.2152
"Parnera","India",11434,20.561,72.9485
"Aduthurai","India",11433,11.0154,79.4809
"Pudur","India",11432,12.998,79.1435
"Narayanavanam","India",11432,13.4256,79.5888
"Dalmau","India",11432,26.0648,81.0298
"Ganjam","India",11429,19.3871,85.0508
"Arumbavur","India",11419,11.381,78.7297
"Davorlim","India",11417,15.2722,73.9924
"Mundi","India",11409,22.0669,76.4933
"Alanganallur","India",11400,10.047,78.0903
"Lakhna","India",11389,26.6482,79.1477
"Gua","India",11388,22.2136,85.3877
"Mangalam","India",11379,9.76473,78.6404
"Faridnagar","India",11371,28.7692,77.6293
"Bagra","India",11364,23.7333,86.3167
"Baragaon","India",11362,25.4294,82.8171
"Ghogha","India",11361,21.6881,72.2763
"Rampura","India",11347,26.3497,79.1823
"Kelamangalam","India",11328,12.6031,77.8519
"Yol","India",11314,32.1642,76.1962
"Ilampillai","India",11308,11.6066,78.0068
"Kurud","India",11290,20.8307,81.7221
"Akodia","India",11278,23.3803,76.5987
"Rambha","India",11276,19.5167,85.1
"Sinor","India",11267,21.9112,73.3397
"Idukki","India",11248,9.85,76.9667
"Anandnagar","India",11220,27.1006,83.2716
"Chandur","India",11220,17.8745,78.1002
"Barghat","India",11219,22.0306,79.7328
"Sadat","India",11211,25.6712,83.3027
"Barkhera Kalan","India",11209,28.4521,79.8065
"Chandla","India",11195,25.0715,80.1929
"Pansemal","India",11183,21.6598,74.6994
"Dohrighat","India",11180,26.2722,83.5092
"Puliyur","India",11174,10.6337,78.8414
"Digapahandi","India",11166,19.3727,84.5718
"Lakshettipet","India",11162,18.8667,79.2167
"Bahsuma","India",11157,29.2006,77.9722
"Chechat","India",11138,24.7667,75.8833
"Badarwas","India",11133,24.9752,77.5649
"Chhutmalpur","India",11127,30.0321,77.7533
"Bisenda Buzurg","India",11100,25.4035,80.6189
"Cherrapunji","India",11090,25.3009,91.6962
"Cheyyur","India",11060,12.3495,80.003
"Chikitigarh","India",11055,19.2023,84.6145
"Saitlaw","India",11043,23.9719,92.5745
"Kattupputtur","India",11040,10.9938,78.2193
"Badarpur","India",11028,24.8685,92.5961
"Satrikh","India",11023,26.8605,81.1957
"Pandatarai","India",11000,22.1871,81.3281
"Sargur","India",10983,11.9997,76.3961
"Jiran","India",10982,24.3087,74.8909
"Mandawar","India",10979,27.8637,76.55
"Shahapur","India",10965,19.4523,73.3257
"Govindgarh","India",10955,27.5042,76.9994
"Lala","India",10942,24.5542,92.6159
"Gola Bazar","India",10936,26.3446,83.353
"Kesabpur","India",10921,22.9683,88.2628
"Daurala","India",10915,29.1134,77.7047
"Gangavalli","India",10905,11.4983,78.6497
"Gudlavalleru","India",10902,16.35,81.05
"Kheri Sampla","India",10891,28.7781,76.7756
"Narasingapuram","India",10875,13.6076,79.3165
"Nagothana","India",10866,18.5422,73.1349
"Udayagiri","India",10865,20.1242,84.3687
"Paliyad","India",10862,22.2576,71.5602
"Viraganur","India",10854,11.4761,78.7355
"Jobner","India",10828,26.9726,75.3875
"Sonamura","India",10821,23.4755,91.2659
"Kanina Khas","India",10815,28.3309,76.311
"Sailana","India",10810,23.4622,74.9232
"Hajan","India",10800,34.299,74.6168
"Ajjampur","India",10795,13.7279,76.0068
"Baikunthpur","India",10790,23.2621,82.5605
"Jobat","India",10785,22.416,74.5683
"Gangaikondan","India",10779,8.85785,77.7802
"Allapalli","India",10772,19.4317,80.0638
"Bagli","India",10764,22.6412,76.3488
"Nawabganj","India",10758,26.4972,80.3093
"Chhachhrauli","India",10751,30.2449,77.3603
"Kalinagar","India",10728,28.6202,80.0815
"Manavalakurichi","India",10720,8.14776,77.3055
"Rajapur","India",10718,16.6568,73.517
"Rehti","India",10716,22.7378,77.434
"Bilaspur","India",10709,30.3045,77.3042
"Ramanuj Ganj","India",10701,23.8064,83.6998
"Parshadepur","India",10690,26.0735,81.4921
"Kavaratti","India",10688,10.5669,72.642
"Ranapur","India",10675,22.647,74.5212
"Bhulath Gharbi","India",10669,31.5428,75.5076
"patamda","India",10655,24.3,85.4167
"Periyapatti","India",10647,10.7581,77.2709
"Dhana","India",10641,23.747,78.8623
"Buriya","India",10641,30.1591,77.3581
"Kulattur","India",10632,9.0032,78.1928
"Serula","India",10631,15.5477,73.8433
"Talgram","India",10629,27.0475,79.6481
"Alangudi","India",10617,10.3606,78.9849
"Bithur","India",10602,26.6066,80.271
"Sarai Ekdil","India",10594,26.7444,79.0935
"Trimbak","India",10590,19.9327,73.5291
"Naliya","India",10587,23.2606,68.8266
"Wallajahbad","India",10543,12.7904,79.8236
"Baldev","India",10536,27.4068,77.8221
"Madhogarh","India",10530,26.2752,79.1859
"Mallur","India",10524,11.5442,78.1408
"Pavuluru","India",10524,15.8529,80.1647
"Meghraj","India",10498,23.4981,73.5135
"Solim","India",10480,15.6152,73.7674
"Marandahalli","India",10480,12.3883,78.0032
"Vikravandi","India",10449,12.0369,79.546
"Nandgaon","India",10449,27.711,77.3865
"Mohgaon","India",10446,21.6394,78.7364
"Banposh","India",10430,22.2483,84.8104
"Adalaj","India",10423,23.1645,72.5811
"Beniganj","India",10418,27.2929,80.4436
"Revadanda","India",10416,18.5536,72.9256
"Gariaband","India",10416,20.6332,82.0622
"Tindwari","India",10406,25.6174,80.5272
"Nagireddipalli","India",10392,14.2701,79.1013
"Isagarh","India",10365,24.8391,77.8827
"Amanpur","India",10362,27.7122,78.7379
"Belaguntha","India",10360,19.8825,84.638
"Kushalgarh","India",10349,23.199,74.4507
"Nyamti","India",10338,14.1487,75.5764
"Niwari","India",10330,28.8761,77.5382
"Muragacha","India",10324,23.5363,88.3942
"Madhoganj","India",10299,27.1181,80.1406
"Pullambadi","India",10288,10.9411,78.9104
"Kishangarh","India",10288,27.8189,76.7297
"Vartej","India",10271,21.7395,72.0655
"Harrai","India",10250,22.6143,79.2221
"Nalagarh","India",10249,31.0417,76.7228
"Bahua","India",10243,25.8394,80.6226
"Narayangarh","India",10233,24.2708,75.0501
"Chichli","India",10225,22.8336,78.8261
"Benaulim","India",10224,15.2643,73.9281
"Chinnasekkadu","India",10220,13.1609,80.2573
"Tori-Fatehpur","India",10210,25.455,79.1143
"Govindgarh","India",10193,24.3785,81.2964
"Khonsa","India",10187,27.0167,95.5667
"Nannilam","India",10180,10.8793,79.6106
"Baikunthpur","India",10179,24.7277,81.4098
"Tankara","India",10175,22.6562,70.7495
"Begowal","India",10175,31.6115,75.5213
"Kiranur","India",10133,10.5699,78.7868
"Sirpur","India",10116,19.4795,79.5756
"Mirik","India",10109,26.8882,88.1901
"Manohar Thana","India",10100,24.24,76.8018
"Farrukhnagar","India",10091,28.4475,76.8239
"Partapur","India",10080,23.5928,74.174
"Kalavai","India",10057,12.7703,79.42
"Jahangirpur","India",10042,28.1792,77.705
"Jagnair","India",10023,26.8636,77.6023
"Alampur","India",10018,26.0251,78.797
"Udpura","India",10014,24.7335,75.9751
"Kayattar","India",10007,8.94834,77.7742
